timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-15_161154:000,-0.24096700000000001,-0.018799,-0.503326,0.011045999999999999,-0.013866,0.008876,-6.75,14.56,-44.68,1b
2019-07-15_161154:020,-0.21606399999999998,-0.046265,-0.512482,0.015471,-0.013531,0.010921,-6.75,14.56,-44.68,1b
2019-07-15_161154:040,-0.231812,-0.05438200000000001,-0.515015,0.017424000000000002,-0.012554000000000001,0.015101,-6.75,14.56,-44.68,1b
2019-07-15_161154:060,-0.272003,-0.085388,-0.525696,0.017759999999999998,-0.006908,0.010523999999999999,-1.37,15.56,-44.5,1b
2019-07-15_161154:080,-0.268433,-0.090485,-0.5323180000000001,0.01602,-0.005627,0.000941,-1.37,15.56,-44.5,1b
2019-07-15_161154:100,-0.194214,-0.09811399999999999,-0.510437,0.015837,-0.003796,-0.001256,-1.5,15.87,-44.869999,1b
2019-07-15_161154:120,-0.158112,-0.11080899999999999,-0.500793,0.014769,-0.006023,0.0027719999999999997,-1.5,15.87,-44.869999,1b
2019-07-15_161154:140,-0.187073,-0.129639,-0.509918,0.012175,-0.006023,0.004817,-1.5,15.87,-44.869999,1b
2019-07-15_161154:160,-0.192169,-0.13623,-0.489594,0.005919,-0.0006219999999999999,0.00265,-1.18,16.68,-44.18,1b
2019-07-15_161154:180,-0.24963400000000002,-0.139801,-0.45907600000000004,-0.002779,0.010273000000000001,0.000545,-1.18,16.68,-44.18,1b
2019-07-15_161154:200,-0.24963400000000002,-0.142334,-0.447388,-0.011018,0.020893000000000002,0.0010630000000000001,-1.18,17.75,-43.369999,1b
2019-07-15_161154:220,-0.186584,-0.13623,-0.418915,-0.020204,0.02129,0.005214,-1.18,17.75,-43.369999,1b
2019-07-15_161154:240,-0.19927999999999998,-0.126068,-0.412811,-0.031526,0.018482,0.011134,-1.18,17.75,-43.369999,1b
2019-07-15_161154:260,-0.237427,-0.110321,-0.423492,-0.037630000000000004,0.018879,0.013637,-2.18,17.75,-44.18,1b
2019-07-15_161154:280,-0.234375,-0.115906,-0.423492,-0.057222,0.025135,0.01916,-2.18,17.75,-44.18,1b
2019-07-15_161154:300,-0.22979699999999997,-0.12454200000000001,-0.423004,-0.06073099999999999,0.027302,0.020015,-2.25,15.87,-44.869999,1b
2019-07-15_161154:320,-0.213013,-0.12048299999999999,-0.40368699999999996,-0.06790299999999999,0.03191,0.019435,-2.25,15.87,-44.869999,1b
2019-07-15_161154:340,-0.20742800000000003,-0.10928299999999999,-0.396057,-0.07095499999999999,0.032368,0.018825,-2.25,15.87,-44.869999,1b
2019-07-15_161154:360,-0.20080599999999998,-0.10318,-0.385864,-0.074678,0.030292000000000003,0.018611000000000003,-3.37,13.75,-45.0,1b
2019-07-15_161154:380,-0.207916,-0.11386099999999999,-0.371643,-0.072542,0.027973,0.019008,-3.37,13.75,-45.0,1b
2019-07-15_161154:400,-0.20843499999999998,-0.10775799999999999,-0.363007,-0.069887,0.026325,0.018886,-3.68,10.5,-47.25,1b
