timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-15_154001:180,-0.391479,0.053375,-0.349274,0.035857,-0.021771000000000002,0.008143000000000001,-20.68,10.68,-40.560001,1a
2019-07-15_154001:200,-0.374695,0.072174,-0.375702,0.037077,-0.022381,0.010981999999999999,-20.68,10.68,-40.560001,1a
2019-07-15_154001:220,-0.438751,0.048798,-0.418915,0.033263,-0.023357,0.020472999999999998,-14.37,11.37,-41.0,1a
2019-07-15_154001:240,-0.433655,0.010162000000000001,-0.434174,0.030027999999999996,-0.017712000000000002,0.021022,-14.37,11.37,-41.0,1a
2019-07-15_154001:260,-0.39859,-0.021851,-0.453003,0.029356,-0.010479,0.007197,-14.37,11.37,-41.0,1a
2019-07-15_154001:280,-0.404694,-0.013213999999999998,-0.44384799999999996,0.032286,-0.004376,0.000728,-17.870001000000002,13.68,-40.25,1a
2019-07-15_154001:300,-0.447388,-0.076752,-0.477386,0.035460000000000005,-0.005108,-0.00033999999999999997,-17.870001000000002,13.68,-40.25,1a
2019-07-15_154001:320,-0.379791,-0.063538,-0.433655,0.037718,-0.001598,-0.00504,-16.68,15.56,-41.060001,1a
2019-07-15_154001:340,-0.401642,-0.086426,-0.48754899999999995,0.037993,-0.008312,-0.001714,-16.68,15.56,-41.060001,1a
2019-07-15_154001:360,-0.344177,-0.102173,-0.43774399999999997,0.03369,-0.008495,0.002711,-16.68,15.56,-41.060001,1a
2019-07-15_154001:380,-0.34674099999999997,-0.126068,-0.429108,0.027037000000000002,-0.003399,0.005733,-17.059998999999998,17.370001000000002,-40.68,1a
2019-07-15_154001:400,-0.340118,-0.137268,-0.384857,0.018553,0.007465,0.004542,-17.059998999999998,17.370001000000002,-40.68,1a
2019-07-15_154001:420,-0.360962,-0.133179,-0.386383,0.009917,0.012043,0.005549,-17.059998999999998,18.75,-38.560001,1a
2019-07-15_154001:440,-0.341125,-0.12506099999999998,-0.39502,-0.0008560000000000001,0.011706999999999999,0.011775,-17.059998999999998,18.75,-38.560001,1a
2019-07-15_154001:460,-0.33758499999999997,-0.12048299999999999,-0.397064,-0.013277,0.011401999999999999,0.017482,-17.059998999999998,18.75,-38.560001,1a
2019-07-15_154001:480,-0.322327,-0.10928299999999999,-0.390961,-0.025026,0.012988999999999999,0.016505000000000002,-17.5,18.5,-37.869999,1a
2019-07-15_154001:500,-0.327423,-0.084381,-0.383331,-0.038301,0.016773,0.013057,-17.5,18.5,-37.869999,1a
2019-07-15_154001:520,-0.336548,-0.067108,-0.385864,-0.050263999999999996,0.022022,0.013515000000000001,-17.5,18.5,-37.369999,1a
2019-07-15_154001:540,-0.333496,-0.06253099999999999,-0.377747,-0.063264,0.028582999999999997,0.014491,-17.5,18.5,-37.369999,1a
2019-07-15_154001:560,-0.322327,-0.061005,-0.36044299999999996,-0.072908,0.035144999999999996,0.013911000000000001,-17.5,18.5,-37.369999,1a
2019-07-15_154001:580,-0.316223,-0.059479,-0.341125,-0.079652,0.039478,0.014186,-18.870001000000002,17.370001000000002,-39.369999,1a
2019-07-15_154001:600,-0.31369,-0.059479,-0.320282,-0.08352799999999999,0.041798,0.014186,-18.870001000000002,17.370001000000002,-39.369999,1a
2019-07-15_154001:620,-0.325378,-0.059479,-0.305054,-0.084901,0.043629,0.013300999999999999,-20.75,14.75,-39.369999,1a
2019-07-15_154001:640,-0.33758499999999997,-0.06253099999999999,-0.28775,-0.083498,0.045551,0.01205,-20.75,14.75,-39.369999,1a
2019-07-15_154001:660,-0.321808,-0.051849,-0.277588,-0.07800399999999999,0.04604,0.011531,-20.75,14.75,-39.369999,1a
2019-07-15_154001:680,-0.317749,-0.032532,-0.261322,-0.074159,0.045887,0.013453,-21.870001000000002,11.87,-39.369999,1a
2019-07-15_154001:700,-0.327911,-0.027435,-0.250641,-0.071504,0.043507,0.018611000000000003,-21.870001000000002,11.87,-39.369999,1a
2019-07-15_154001:720,-0.348267,-0.029968,-0.244019,-0.07083300000000001,0.038654,0.023402000000000003,-23.68,9.0,-39.5,1a
2019-07-15_154001:740,-0.364014,-0.033539,-0.238434,-0.06991699999999999,0.035419,0.028193,-23.68,9.0,-39.5,1a
2019-07-15_154001:760,-0.367584,-0.042175,-0.231812,-0.066652,0.033344,0.033473,-23.68,9.0,-39.5,1a
2019-07-15_154001:780,-0.36248800000000003,-0.050842,-0.224701,-0.06347799999999999,0.031695999999999995,0.036494,-25.18,6.75,-40.369999,1a
2019-07-15_154001:800,-0.368591,-0.055389,-0.223694,-0.060335,0.030567,0.038325,-25.18,6.75,-40.369999,1a
2019-07-15_154001:820,-0.375214,-0.06253099999999999,-0.219635,-0.057222,0.029438,0.038783,-25.5,5.25,-39.18,1a
2019-07-15_154001:840,-0.397064,-0.06253099999999999,-0.21048000000000003,-0.054780999999999996,0.027119,0.037807,-25.5,5.25,-39.18,1a
2019-07-15_154001:860,-0.444855,-0.068634,-0.213531,-0.052187,0.027576,0.036738,-25.5,5.25,-39.18,1a
2019-07-15_154001:880,-0.488068,-0.070648,-0.216583,-0.049013,0.028827999999999996,0.0339,-26.5,4.18,-38.0,1a
2019-07-15_154001:900,-0.44891400000000004,-0.06149299999999999,-0.22116100000000002,-0.045412,0.026050999999999998,0.030177,-26.5,4.18,-38.0,1a
2019-07-15_154001:920,-0.473846,-0.051849,-0.23028600000000002,-0.043703,0.023548,0.027644,-27.68,3.06,-38.0,1a
2019-07-15_154001:940,-0.48553500000000005,-0.039642000000000004,-0.233856,-0.042085000000000004,0.023212,0.026393,-27.68,3.06,-38.0,1a
2019-07-15_154001:960,-0.556702,-0.027435,-0.253693,-0.042573,0.022816,0.02447,-27.68,3.06,-38.0,1a
2019-07-15_154001:980,-0.494171,-0.016266,-0.266907,-0.043213999999999995,0.018543,0.024013,-28.5,2.37,-37.25,1a
2019-07-15_154002:000,-0.5267029999999999,0.000488,-0.28979499999999997,-0.044954,0.013843000000000001,0.023982,-28.5,2.37,-37.25,1a
2019-07-15_154002:020,-0.5633239999999999,0.006072999999999999,-0.311127,-0.044801,0.006794,0.022334,-29.5,1.25,-36.75,1a
2019-07-15_154002:040,-0.444855,0.036072,-0.278595,-0.046937,0.0026739999999999997,0.022456,-29.5,1.25,-36.75,1a
2019-07-15_154002:060,-0.36706500000000003,0.058960000000000005,-0.270966,-0.049928,0.002613,0.028651,-29.5,1.25,-36.75,1a
2019-07-15_154002:080,-0.383331,0.059479,-0.269958,-0.05124,-0.001263,0.033473,-29.370001000000002,0.06,-35.560001,1a
2019-07-15_154002:100,-0.344696,0.064545,-0.283173,-0.05356,-0.015118000000000001,0.028651,-29.370001000000002,0.06,-35.560001,1a
2019-07-15_154002:120,-0.385376,0.063538,-0.28369099999999997,-0.05575700000000001,-0.032848,0.01974,-29.870001000000002,-0.18,-36.0,1a
2019-07-15_154002:140,-0.439758,0.044739,-0.298431,-0.053315999999999995,-0.041210000000000004,0.011592,-29.870001000000002,-0.18,-36.0,1a
2019-07-15_154002:160,-0.41943400000000003,0.039642000000000004,-0.300964,-0.046724,-0.037913999999999996,0.0032909999999999997,-29.870001000000002,-0.18,-36.0,1a
2019-07-15_154002:180,-0.406738,0.040649,-0.308594,-0.040163,-0.033306,0.001979,-28.059998999999998,-3.06,-37.68,1a
2019-07-15_154002:200,-0.389435,0.038635,-0.293854,-0.032472,-0.028027,0.011378000000000001,-28.059998999999998,-3.06,-37.68,1a
2019-07-15_154002:220,-0.38385,0.031494,-0.28064,-0.027558999999999997,-0.021374,0.020869,-28.0,-3.0,-38.18,1a
