timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-15_142020:800,-0.353851,0.05996699999999999,-0.29180900000000004,-0.0021079999999999996,0.041056999999999996,-0.013115,-28.5,-30.5,-17.18,1b
2019-07-15_142020:820,-0.34063699999999997,0.069641,-0.300964,-0.0051600000000000005,0.036144,-0.01339,-29.0,-30.5,-16.5,1b
2019-07-15_142020:840,-0.361481,0.061005,-0.29232800000000003,-0.008211,0.028941,-0.007744,-29.0,-30.5,-16.5,1b
2019-07-15_142020:860,-0.392487,0.050323,-0.296387,-0.009859,0.024669,-0.005028,-29.0,-30.5,-16.5,1b
2019-07-15_142020:880,-0.388916,0.054901,-0.305542,-0.010531,0.024333,-0.004967,-29.75,-30.870001000000002,-16.0,1b
2019-07-15_142020:900,-0.384338,0.057953,-0.308075,-0.011507,0.022746000000000002,-0.002648,-29.75,-30.870001000000002,-16.0,1b
2019-07-15_142020:920,-0.402649,0.05438200000000001,-0.30249000000000004,-0.01404,0.020885,-0.001641,-29.0,-31.18,-16.75,1b
2019-07-15_142020:940,-0.39502,0.047272,-0.301483,-0.017366999999999997,0.020641,-0.0009689999999999999,-29.0,-31.18,-16.75,1b
2019-07-15_142020:960,-0.412811,0.035065,-0.30300900000000003,-0.018831,0.021159,0.000831,-29.0,-31.18,-16.75,1b
2019-07-15_142020:980,-0.41333000000000003,0.038116000000000004,-0.29538000000000003,-0.020418000000000002,0.023418,0.000496,-29.68,-30.870001000000002,-14.5,1b
2019-07-15_142021:000,-0.41485600000000006,0.046265,-0.28369099999999997,-0.021212,0.026256,0.000496,-29.68,-30.870001000000002,-14.5,1b
2019-07-15_142021:020,-0.40011599999999997,0.043701,-0.27301,-0.022249,0.028208999999999998,0.000984,-31.18,-31.559998999999998,-12.87,1b
2019-07-15_142021:040,-0.391479,0.037598,-0.261322,-0.022616,0.028727999999999997,0.000984,-31.18,-31.559998999999998,-12.87,1b
