timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-15_121625:500,-0.439758,-0.016266,-0.416901,-0.062075,-0.029102999999999997,0.028845999999999997,-23.68,-20.559998999999998,-32.68,1b
2019-07-15_121625:520,-0.46670500000000004,0.025421,-0.389435,-0.058901,-0.019154,0.018043,-24.870001000000002,-21.68,-31.870001000000002,1b
2019-07-15_121625:540,-0.399597,0.042175,-0.37316900000000003,-0.054537,-0.011128,0.018104,-24.870001000000002,-21.68,-31.870001000000002,1b
2019-07-15_121625:560,-0.34674099999999997,0.050323,-0.36248800000000003,-0.050142,-0.009663,0.023292,-24.059998999999998,-22.5,-31.870001000000002,1b
2019-07-15_121625:580,-0.40823400000000004,0.055908000000000006,-0.37112399999999995,-0.048891000000000004,-0.013112,0.019233,-24.059998999999998,-22.5,-31.870001000000002,1b
2019-07-15_121625:600,-0.391968,0.0737,-0.353851,-0.046419,-0.007497,0.016028999999999998,-24.059998999999998,-22.5,-31.870001000000002,1b
2019-07-15_121625:620,-0.388916,0.08590700000000001,-0.334015,-0.043764,0.0016589999999999999,0.017707,-23.68,-23.18,-30.75,1b
2019-07-15_121625:640,-0.358429,0.095062,-0.302002,-0.042970999999999995,0.0088,0.020973,-23.68,-23.18,-30.75,1b
2019-07-15_121625:660,-0.345215,0.097107,-0.296387,-0.042391000000000005,0.009134999999999999,0.020697999999999998,-24.870001000000002,-24.559998999999998,-29.870001000000002,1b
2019-07-15_121625:680,-0.305054,0.111328,-0.273529,-0.042910000000000004,0.005351,0.016517,-24.870001000000002,-24.559998999999998,-29.870001000000002,1b
2019-07-15_121625:700,-0.306061,0.119476,-0.27301,-0.043977999999999996,-0.001118,0.011146,-24.870001000000002,-24.559998999999998,-29.870001000000002,1b
2019-07-15_121625:720,-0.325897,0.14386,-0.272491,-0.046816,-0.008229,0.009406999999999999,-25.18,-25.0,-29.18,1b
2019-07-15_121625:740,-0.34570300000000004,0.14032,-0.274536,-0.048951999999999996,-0.014728999999999999,0.011482,-25.18,-25.0,-29.18,1b
2019-07-15_121625:760,-0.37011700000000003,0.143372,-0.282654,-0.052462,-0.017171000000000002,0.008491,-25.559998999999998,-26.059998999999998,-28.75,1b
2019-07-15_121625:780,-0.378265,0.14843800000000001,-0.283173,-0.054537,-0.01598,0.013130000000000001,-25.559998999999998,-26.059998999999998,-28.75,1b
2019-07-15_121625:800,-0.37011700000000003,0.155548,-0.293854,-0.056977999999999994,-0.014241,0.018837,-25.559998999999998,-26.059998999999998,-28.75,1b
2019-07-15_121625:820,-0.374695,0.156586,-0.297913,-0.059908,-0.013050999999999998,0.019844,-24.870001000000002,-27.25,-27.18,1b
2019-07-15_121625:840,-0.404175,0.139282,-0.311127,-0.061678,-0.009937999999999999,0.020881,-24.870001000000002,-27.25,-27.18,1b
2019-07-15_121625:860,-0.399597,0.13269,-0.315216,-0.060427,-0.0052380000000000005,0.02256,-24.5,-28.370001000000002,-27.18,1b
2019-07-15_121625:880,-0.382812,0.099121,-0.305054,-0.056001999999999996,-0.003163,0.024543000000000002,-24.5,-28.370001000000002,-27.18,1b
2019-07-15_121625:900,-0.380798,0.090485,-0.303528,-0.049746,-0.001637,0.026251999999999998,-24.5,-28.370001000000002,-27.18,1b
2019-07-15_121625:920,-0.39502,0.072693,-0.29232800000000003,-0.042299,0.001537,0.027045999999999997,-24.559998999999998,-28.75,-25.0,1b
2019-07-15_121625:940,-0.40570100000000003,0.06405599999999999,-0.28875700000000004,-0.033877,0.00761,0.027473,-24.559998999999998,-28.75,-25.0,1b
2019-07-15_121625:960,-0.396057,0.048279,-0.276581,-0.024996,0.014049,0.025917000000000003,-26.75,-29.5,-24.559998999999998,1b
2019-07-15_121625:980,-0.386902,0.031006,-0.264862,-0.014100999999999999,0.020243999999999998,0.023811000000000002,-26.75,-29.5,-24.559998999999998,1b
2019-07-15_121626:000,-0.404694,-0.009125,-0.25827,0.001737,0.025462000000000002,0.020301,-26.75,-29.5,-24.559998999999998,1b
2019-07-15_121626:020,-0.420959,-0.033539,-0.262848,0.022764,0.03297,0.015846000000000002,-26.75,-29.75,-23.370001000000002,1b
2019-07-15_121626:040,-0.423004,-0.045226999999999996,-0.270966,0.046141,0.039226,0.014990999999999999,-26.75,-29.75,-23.370001000000002,1b
2019-07-15_121626:060,-0.429596,-0.044219999999999995,-0.276062,0.06869299999999999,0.045787,0.012672,-28.25,-29.059998999999998,-22.559998999999998,1b
2019-07-15_121626:080,-0.45605500000000004,-0.030487,-0.28369099999999997,0.08874299999999999,0.054027,0.006965000000000001,-28.25,-29.059998999999998,-22.559998999999998,1b
2019-07-15_121626:100,-0.47689799999999993,-0.017792,-0.294373,0.106321,0.06126,0.000923,-28.25,-29.059998999999998,-22.559998999999998,1b
2019-07-15_121626:120,-0.484009,0.013702,-0.308075,0.11880299999999999,0.066631,-0.0013050000000000002,-29.0,-26.5,-22.559998999999998,1b
2019-07-15_121626:140,-0.47079499999999996,0.032013,-0.29943800000000004,0.125913,0.068401,-0.001458,-29.0,-26.5,-22.559998999999998,1b
2019-07-15_121626:160,-0.440796,0.051849,-0.294373,0.12783599999999998,0.067485,-0.002434,-30.75,-24.25,-24.18,1b
2019-07-15_121626:180,-0.41995200000000005,0.057953,-0.284698,0.127256,0.059184,-0.00747,-30.75,-24.25,-24.18,1b
2019-07-15_121626:200,-0.416382,0.058960000000000005,-0.275055,0.124449,0.050945,-0.006096,-30.75,-24.25,-24.18,1b
2019-07-15_121626:220,-0.416901,0.055908000000000006,-0.268433,0.11953499999999999,0.044048000000000004,-0.005639,-33.060001,-21.68,-25.0,1b
2019-07-15_121626:240,-0.46060200000000007,0.058441,-0.246063,0.11218099999999999,0.036357,-0.007409000000000001,-33.060001,-21.68,-25.0,1b
2019-07-15_121626:260,-0.574005,0.054901,-0.241486,0.107206,0.029856999999999998,-0.008812,-34.18,-19.059998999999998,-25.370001000000002,1b
2019-07-15_121626:280,-0.46875,0.029480000000000003,-0.209961,0.091184,0.019115,-0.014641,-34.18,-19.059998999999998,-25.370001000000002,1b
2019-07-15_121626:300,-0.475861,0.016753999999999998,-0.20639000000000002,0.08502,0.012004,-0.014518999999999999,-34.18,-19.059998999999998,-25.370001000000002,1b
2019-07-15_121626:320,-0.412811,-0.010651,-0.20742800000000003,0.07912999999999999,0.010417000000000001,-0.016564,-33.75,-16.5,-25.75,1b
2019-07-15_121626:340,-0.410278,-0.012177,-0.167755,0.073271,0.007091,-0.014397,-33.75,-16.5,-25.75,1b
2019-07-15_121626:360,-0.407227,-0.024384,-0.183533,0.07055499999999999,0.004314,-0.01162,-34.68,-14.87,-27.0,1b
2019-07-15_121626:380,-0.36654699999999996,-0.033539,-0.19622799999999999,0.062803,-0.005482,-0.017113,-34.68,-14.87,-27.0,1b
2019-07-15_121626:400,-0.374695,-0.034058,-0.209961,0.057951,-0.015584,-0.024163,-34.68,-14.87,-27.0,1b
2019-07-15_121626:420,-0.401123,-0.025421,-0.223694,0.055754,-0.019551,-0.025138999999999998,-34.25,-12.0,-29.0,1b
2019-07-15_121626:440,-0.447906,-0.015228,-0.236389,0.049314,-0.023427,-0.025016999999999998,-34.25,-12.0,-29.0,1b
2019-07-15_121626:460,-0.451477,-0.0030210000000000002,-0.263336,0.046812,-0.023030000000000002,-0.024865,-33.560001,-12.06,-29.25,1b
2019-07-15_121626:480,-0.461639,0.0,-0.27301,0.037962,-0.02068,-0.022759,-33.560001,-12.06,-29.25,1b
2019-07-15_121626:500,-0.458588,-0.001495,-0.272003,0.032376999999999996,-0.017842,-0.020225999999999997,-33.560001,-12.06,-29.25,1b
2019-07-15_121626:520,-0.455017,-0.006592,-0.248596,0.027098,-0.012776000000000001,-0.016655,-32.369999,-11.56,-31.68,1b
2019-07-15_121626:540,-0.439758,-0.008118,-0.230804,0.022489,-0.006886,-0.013938999999999998,-32.369999,-11.56,-31.68,1b
2019-07-15_121626:560,-0.398071,-0.011169,-0.205902,0.020048,-0.00475,-0.013999999999999999,-31.25,-9.75,-31.25,1b
2019-07-15_121626:580,-0.36911,-0.009644,-0.19165,0.014799000000000001,-0.002919,-0.015648,-31.25,-9.75,-31.25,1b
2019-07-15_121626:600,-0.34570300000000004,-0.006592,-0.171326,0.011869,-0.007831999999999999,-0.016259,-31.25,-9.75,-31.25,1b
2019-07-15_121626:620,-0.335541,-0.005065999999999999,-0.167755,0.010343000000000001,-0.010884,-0.016503,-31.25,-10.56,-32.560001,1b
2019-07-15_121626:640,-0.349274,-0.009644,-0.17337,0.006956,-0.023152000000000002,-0.014641,-31.25,-10.56,-32.560001,1b
2019-07-15_121626:660,-0.381805,-0.011687999999999999,-0.189636,0.006559000000000001,-0.025745999999999998,-0.013451,-31.25,-10.56,-32.560001,1b
2019-07-15_121626:680,-0.40823400000000004,-0.015747,-0.194702,0.005644,-0.026662,-0.011406,-30.870001000000002,-10.56,-32.560001,1b
2019-07-15_121626:700,-0.411804,-0.016266,-0.197266,0.005247,-0.025287999999999998,-0.010948999999999999,-30.870001000000002,-10.56,-32.560001,1b
2019-07-15_121626:720,-0.407227,-0.015747,-0.20639000000000002,0.004911,-0.025532,-0.009941,-29.870001000000002,-10.18,-33.369999,1b
2019-07-15_121626:740,-0.406219,-0.01828,-0.21505700000000003,0.002928,-0.029317000000000003,-0.004052,-29.870001000000002,-10.18,-33.369999,1b
2019-07-15_121626:760,-0.443329,-0.025908999999999998,-0.219635,0.0022559999999999998,-0.030598,-0.003106,-29.5,-10.18,-35.25,1b
2019-07-15_121626:780,-0.470276,-0.023375999999999997,-0.226227,-0.0018030000000000001,-0.032094,-0.0021899999999999997,-29.5,-10.18,-35.25,1b
2019-07-15_121626:800,-0.498749,-0.025908999999999998,-0.235382,-0.005526,-0.029713,-0.0012439999999999999,-29.5,-10.18,-35.25,1b
2019-07-15_121626:820,-0.498749,-0.030487,-0.257751,-0.007448000000000001,-0.028339999999999997,-0.001,-27.559998999999998,-11.0,-35.68,1b
2019-07-15_121626:840,-0.489075,-0.029480000000000003,-0.28064,-0.012362,-0.023732,0.00132,-27.559998999999998,-11.0,-35.68,1b
2019-07-15_121626:860,-0.501801,-0.030487,-0.293335,-0.013186000000000002,-0.021565,0.003761,-27.559998999999998,-11.0,-35.68,1b
2019-07-15_121626:880,-0.49926800000000005,-0.032532,-0.29232800000000003,-0.014894999999999999,-0.008351,0.0084,-27.25,-11.0,-35.25,1b
2019-07-15_121626:900,-0.512482,-0.025421,-0.29284699999999997,-0.015352000000000001,-0.005543,0.008827,-27.25,-11.0,-35.25,1b
2019-07-15_121626:920,-0.484497,-0.004059,-0.374695,-0.016694999999999998,-0.015431,0.011268,-26.870001000000002,-11.18,-35.560001,1b
2019-07-15_121626:940,-0.364532,0.006072999999999999,-0.29232800000000003,-0.020876,-0.015034,0.015663,-26.870001000000002,-11.18,-35.560001,1b
2019-07-15_121626:960,-0.420441,0.007111,-0.401123,-0.020998,-0.024556,0.015785,-26.870001000000002,-11.18,-35.560001,1b
2019-07-15_121626:980,-0.36044299999999996,0.015747,-0.353333,-0.023195,-0.02541,0.010017,-25.68,-11.18,-35.560001,1b
2019-07-15_121627:000,-0.404175,0.016266,-0.379272,-0.020876,-0.022938,0.0053479999999999995,-25.68,-11.18,-35.560001,1b
2019-07-15_121627:020,-0.358429,0.01828,-0.378265,-0.017884999999999998,-0.018819,-0.001366,-25.25,-11.56,-36.0,1b
2019-07-15_121627:040,-0.312164,0.026917,-0.372162,-0.015047,-0.019612,-0.004845,-25.25,-11.56,-36.0,1b
2019-07-15_121627:060,-0.29943800000000004,0.025908999999999998,-0.379791,-0.012057,-0.021901,-0.00023700000000000001,-25.25,-11.56,-36.0,1b
2019-07-15_121627:080,-0.320801,0.019318000000000002,-0.389435,-0.010988,-0.02773,0.00428,-24.18,-12.0,-36.369999,1b
2019-07-15_121627:100,-0.333496,0.015228,-0.396545,-0.011233,-0.029651999999999998,0.010719,-24.18,-12.0,-36.369999,1b
2019-07-15_121627:120,-0.339111,-0.004059,-0.392487,-0.011507,-0.026448000000000003,0.015387999999999999,-24.18,-11.56,-37.060001,1b
