timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-15_182922:080,-0.296387,0.038635,-0.45043900000000003,0.013394999999999999,0.016643,-0.008873,-29.18,-24.75,-24.370001000000002,3a
2019-07-15_182922:100,-0.314697,0.042694,-0.447906,0.014463,0.017253,-0.007622,-30.0,-24.059998999999998,-24.75,3a
2019-07-15_182922:120,-0.326385,0.040649,-0.446899,0.017179,0.022289,-0.006371,-30.0,-24.059998999999998,-24.75,3a
2019-07-15_182922:140,-0.335541,0.035583,-0.434692,0.018338999999999998,0.02708,-0.005639,-30.0,-24.059998999999998,-24.75,3a
2019-07-15_182922:160,-0.323334,0.032532,-0.420959,0.018583000000000002,0.029307999999999997,-0.004631000000000001,-29.870001000000002,-24.5,-24.0,3a
2019-07-15_182922:180,-0.312164,0.023895,-0.390442,0.018247,0.032237,-0.0010609999999999999,-29.870001000000002,-24.5,-24.0,3a
2019-07-15_182922:200,-0.29742399999999997,0.019318000000000002,-0.369598,0.017606999999999998,0.031963,0.000221,-30.25,-24.059998999999998,-23.559998999999998,3a
2019-07-15_182922:220,-0.28112800000000004,0.011687999999999999,-0.342163,0.016935,0.029186,0.002571,-30.25,-24.059998999999998,-23.559998999999998,3a
2019-07-15_182922:240,-0.285217,0.0035399999999999997,-0.326904,0.014799000000000001,0.019022999999999998,0.004097,-30.25,-24.059998999999998,-23.559998999999998,3a
2019-07-15_182922:260,-0.302002,-0.0025329999999999997,-0.315704,0.014402000000000002,0.015849000000000002,0.003517,-32.060001,-23.68,-24.0,3a
2019-07-15_182922:280,-0.322845,-0.006072999999999999,-0.31369,0.012602,0.009134999999999999,0.001228,-32.060001,-23.68,-24.0,3a
2019-07-15_182922:300,-0.348267,-0.011169,-0.312164,0.012297,0.008434,-0.00011499999999999999,-32.060001,-23.68,-24.0,3a
2019-07-15_182922:320,-0.36911,-0.014221000000000001,-0.322327,0.012083,0.011484999999999999,-0.004692,-32.060001,-23.0,-22.059998999999998,3a
2019-07-15_182922:340,-0.398071,-0.014221000000000001,-0.333496,0.012265999999999999,0.013713,-0.00515,-32.060001,-23.0,-22.059998999999998,3a
2019-07-15_182922:360,-0.402649,-0.017273,-0.340118,0.012083,0.019756,-0.004174000000000001,-32.18,-22.18,-23.0,3a
2019-07-15_182922:380,-0.384338,-0.019806,-0.334015,0.0119,0.026256,-0.002251,-32.18,-22.18,-23.0,3a
2019-07-15_182922:400,-0.36554000000000003,-0.017792,-0.329437,0.012144,0.029460000000000004,-0.001519,-31.75,-22.559998999999998,-22.059998999999998,3a
2019-07-15_182922:420,-0.361481,-0.016266,-0.316223,0.0119,0.029704,-0.0013050000000000002,-31.75,-22.559998999999998,-22.059998999999998,3a
2019-07-15_182922:440,-0.355377,-0.014740000000000001,-0.30654899999999996,0.012083,0.027141000000000002,-0.002434,-31.75,-22.559998999999998,-22.059998999999998,3a
2019-07-15_182922:460,-0.35180700000000004,-0.008118,-0.301483,0.011503,0.025401,-0.0037159999999999997,-32.18,-21.370001000000002,-21.75,3a
2019-07-15_182922:480,-0.352325,-0.004547,-0.30249000000000004,0.008573,0.018626,-0.004418,-32.18,-21.370001000000002,-21.75,3a
