timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_114128:420,-0.25827,0.0,-0.41842700000000005,-0.004703,-0.007404000000000001,0.003114,-38.0,5.37,-26.75,3b
2019-07-12_114128:440,-0.258759,0.0,-0.41995200000000005,-0.004642,-0.0076170000000000005,0.0039689999999999994,-37.560001,5.0,-26.75,3b
2019-07-12_114128:460,-0.258759,-0.001007,-0.41995200000000005,-0.004703,-0.0076170000000000005,0.003572,-37.560001,5.0,-26.75,3b
2019-07-12_114128:480,-0.25827,-0.000488,-0.42147799999999996,-0.004703,-0.007801000000000001,0.00345,-37.560001,5.0,-26.75,3b
2019-07-12_114128:500,-0.259796,-0.0030210000000000002,-0.42248500000000005,-0.004459,-0.007739,0.0038159999999999995,-36.869999,4.56,-26.0,3b
2019-07-12_114128:520,-0.259796,-0.0025329999999999997,-0.423004,-0.004337,-0.007739,0.00345,-36.869999,4.56,-26.0,3b
2019-07-12_114128:540,-0.259277,-0.000488,-0.42401099999999997,-0.004123,-0.007281999999999999,0.0032359999999999997,-37.560001,4.56,-26.75,3b
2019-07-12_114128:560,-0.258759,-0.001495,-0.423492,-0.004184,-0.006885,0.003694,-37.560001,4.56,-26.75,3b
2019-07-12_114128:580,-0.257233,0.0,-0.42401099999999997,-0.0042450000000000005,-0.006731999999999999,0.0037549999999999997,-37.560001,4.56,-26.75,3b
2019-07-12_114128:600,-0.257751,-0.000488,-0.42401099999999997,-0.004520000000000001,-0.0066099999999999996,0.0037549999999999997,-38.369999,4.18,-26.0,3b
2019-07-12_114128:620,-0.256226,-0.000488,-0.425018,-0.004337,-0.006336,0.003908,-38.369999,4.18,-26.0,3b
2019-07-12_114128:640,-0.256744,0.0,-0.42401099999999997,-0.004520000000000001,-0.006,0.004182,-37.560001,5.0,-27.18,3b
2019-07-12_114128:660,-0.25827,-0.001495,-0.42248500000000005,-0.004581,-0.006,0.004213000000000001,-37.560001,5.0,-27.18,3b
2019-07-12_114128:680,-0.258759,-0.002014,-0.425018,-0.004398,-0.005695,0.004213000000000001,-37.560001,5.0,-27.18,3b
2019-07-12_114128:700,-0.257233,-0.0030210000000000002,-0.423004,-0.004520000000000001,-0.005451,0.004152,-37.25,5.0,-26.75,3b
2019-07-12_114128:720,-0.25827,-0.0030210000000000002,-0.423492,-0.004398,-0.005298,0.004091,-37.25,5.0,-26.75,3b
2019-07-12_114128:740,-0.258759,-0.002014,-0.42401099999999997,-0.004398,-0.005115,0.004152,-37.560001,4.18,-26.0,3b
2019-07-12_114128:760,-0.259277,-0.0030210000000000002,-0.421967,-0.004001,-0.005054,0.004213000000000001,-37.560001,4.18,-26.0,3b
2019-07-12_114128:780,-0.263336,-0.0025329999999999997,-0.42248500000000005,-0.00394,-0.004961999999999999,0.004335,-37.560001,4.18,-26.0,3b
2019-07-12_114128:800,-0.262848,-0.000488,-0.41943400000000003,-0.004123,-0.004596,0.004609,-38.0,5.37,-26.0,3b
2019-07-12_114128:820,-0.262848,-0.001007,-0.420959,-0.004703,-0.004596,0.004274,-38.0,5.37,-26.0,3b
2019-07-12_114128:840,-0.258759,-0.001495,-0.41995200000000005,-0.005375,-0.004779,0.004091,-37.560001,5.37,-26.25,3b
2019-07-12_114128:860,-0.258759,-0.0030210000000000002,-0.41943400000000003,-0.005497,-0.005054,0.0037549999999999997,-37.560001,5.37,-26.25,3b
2019-07-12_114128:880,-0.259277,-0.004059,-0.41995200000000005,-0.005161,-0.005451,0.0037549999999999997,-37.560001,5.37,-26.25,3b
2019-07-12_114128:900,-0.257233,-0.004547,-0.41943400000000003,-0.004581,-0.0055119999999999995,0.004518,-37.560001,5.0,-26.0,3b
2019-07-12_114128:920,-0.259277,-0.004547,-0.420441,-0.003879,-0.005451,0.004518,-37.560001,5.0,-26.0,3b
2019-07-12_114128:940,-0.258759,-0.001495,-0.420959,-0.004062,-0.0052369999999999995,0.004091,-38.0,5.0,-26.0,3b
2019-07-12_114128:960,-0.259277,0.000488,-0.420959,-0.004520000000000001,-0.005176,0.004274,-38.0,5.0,-26.0,3b
2019-07-12_114128:980,-0.259277,-0.001495,-0.423492,-0.0051,-0.005298,0.004793,-38.0,5.0,-26.0,3b
2019-07-12_114129:000,-0.260284,-0.0035399999999999997,-0.42453,-0.005619,-0.005176,0.004091,-38.0,4.18,-25.559998999999998,3b
2019-07-12_114129:020,-0.26181,-0.004547,-0.423492,-0.005741,-0.00484,0.0037549999999999997,-38.0,4.18,-25.559998999999998,3b
2019-07-12_114129:040,-0.2659,-0.005065999999999999,-0.423004,-0.005375,-0.004321,0.004213000000000001,-38.0,5.0,-26.25,3b
2019-07-12_114129:060,-0.261322,-0.0055850000000000006,-0.420441,-0.004886,-0.003589,0.004213000000000001,-38.0,5.0,-26.25,3b
2019-07-12_114129:080,-0.25827,-0.0035399999999999997,-0.420959,-0.004703,-0.003711,0.003297,-38.0,5.0,-26.25,3b
2019-07-12_114129:100,-0.256744,-0.001007,-0.41943400000000003,-0.004703,-0.0038640000000000002,0.0034189999999999997,-37.560001,4.56,-24.75,3b
2019-07-12_114129:120,-0.256226,-0.001007,-0.417908,-0.004459,-0.00426,0.004396,-37.560001,4.56,-24.75,3b
2019-07-12_114129:140,-0.25827,-0.0025329999999999997,-0.41995200000000005,-0.004612,-0.004657,0.003908,-37.560001,5.0,-26.0,3b
2019-07-12_114129:160,-0.256744,-0.001007,-0.41842700000000005,-0.005161,-0.00484,0.0029620000000000002,-37.560001,5.0,-26.0,3b
2019-07-12_114129:180,-0.260803,-0.000488,-0.41943400000000003,-0.0052829999999999995,-0.00484,0.003694,-37.560001,5.0,-26.0,3b
2019-07-12_114129:200,-0.260284,-0.001495,-0.420441,-0.005222,-0.004657,0.0038469999999999997,-38.369999,4.18,-25.559998999999998,3b
2019-07-12_114129:220,-0.262848,-0.0025329999999999997,-0.420959,-0.005436,-0.0045049999999999995,0.0032359999999999997,-38.369999,4.18,-25.559998999999998,3b
2019-07-12_114129:240,-0.264374,-0.001495,-0.421967,-0.004978,-0.004321,0.003358,-37.25,5.0,-25.559998999999998,3b
2019-07-12_114129:260,-0.265381,-0.0035399999999999997,-0.420959,-0.004703,-0.003833,0.00345,-37.25,5.0,-25.559998999999998,3b
2019-07-12_114129:280,-0.2659,-0.0025329999999999997,-0.41943400000000003,-0.004612,-0.0032530000000000002,0.003053,-37.25,5.0,-25.559998999999998,3b
2019-07-12_114129:300,-0.265381,0.0,-0.41842700000000005,-0.004612,-0.002979,0.0032359999999999997,-37.25,5.0,-25.559998999999998,3b
2019-07-12_114129:320,-0.263855,0.001007,-0.416901,-0.004642,-0.0031309999999999997,0.003633,-37.25,5.0,-25.559998999999998,3b
2019-07-12_114129:340,-0.265381,0.002014,-0.417908,-0.004947,-0.003192,0.0039689999999999994,-38.0,4.56,-26.370001000000002,3b
2019-07-12_114129:360,-0.267914,0.0,-0.417389,-0.005497,-0.0038640000000000002,0.004182,-38.0,4.56,-26.370001000000002,3b
2019-07-12_114129:380,-0.268433,0.0,-0.417908,-0.005832,-0.003589,0.004335,-38.0,4.56,-26.370001000000002,3b
2019-07-12_114129:400,-0.266907,0.0,-0.414337,-0.005954,-0.0035280000000000003,0.004335,-38.369999,4.18,-25.18,3b
2019-07-12_114129:420,-0.265381,-0.0030210000000000002,-0.41232299999999994,-0.0060149999999999995,-0.0035280000000000003,0.004548,-38.369999,4.18,-25.18,3b
2019-07-12_114129:440,-0.262848,-0.001495,-0.41333000000000003,-0.005771,-0.003986,0.004396,-38.369999,4.56,-27.18,3b
2019-07-12_114129:460,-0.261322,-0.0025329999999999997,-0.411804,-0.005619,-0.004444,0.004182,-38.369999,4.56,-27.18,3b
2019-07-12_114129:480,-0.262848,-0.001495,-0.41232299999999994,-0.005436,-0.00484,0.0038469999999999997,-38.369999,4.56,-27.18,3b
2019-07-12_114129:500,-0.262848,-0.0025329999999999997,-0.41586300000000004,-0.0051,-0.005634,0.004091,-38.75,5.0,-25.18,3b
2019-07-12_114129:520,-0.267914,-0.001007,-0.41586300000000004,-0.004825,-0.005878,0.003694,-38.75,5.0,-25.18,3b
2019-07-12_114129:540,-0.270477,0.000488,-0.417389,-0.004886,-0.005451,0.003572,-38.75,4.56,-26.75,3b
2019-07-12_114129:560,-0.270966,0.002014,-0.417389,-0.004886,-0.004961999999999999,0.003908,-38.75,4.56,-26.75,3b
2019-07-12_114129:580,-0.273529,0.002014,-0.41943400000000003,-0.005436,-0.0045049999999999995,0.0037549999999999997,-38.75,4.56,-26.75,3b
2019-07-12_114129:600,-0.268433,0.0025329999999999997,-0.417908,-0.005771,-0.003986,0.003633,-37.25,4.56,-25.559998999999998,3b
2019-07-12_114129:620,-0.267426,0.000488,-0.416901,-0.005741,-0.004108,0.0034189999999999997,-37.25,4.56,-25.559998999999998,3b
2019-07-12_114129:640,-0.268433,-0.000488,-0.415375,-0.005741,-0.00426,0.0039689999999999994,-38.369999,5.0,-25.18,3b
2019-07-12_114129:660,-0.267914,-0.001007,-0.411285,-0.004978,-0.00426,0.004609,-38.369999,5.0,-25.18,3b
2019-07-12_114129:680,-0.266388,-0.000488,-0.412811,-0.004703,-0.004321,0.004548,-38.369999,5.0,-25.18,3b
2019-07-12_114129:700,-0.264374,0.001007,-0.411285,-0.004703,-0.004566,0.004335,-37.25,5.0,-25.18,3b
2019-07-12_114129:720,-0.263855,0.0030210000000000002,-0.412811,-0.005039,-0.004993,0.004793,-37.25,5.0,-25.18,3b
2019-07-12_114129:740,-0.267914,0.000488,-0.416382,-0.005375,-0.005573,0.004945000000000001,-38.75,5.0,-26.0,3b
2019-07-12_114129:760,-0.268433,-0.0025329999999999997,-0.41333000000000003,-0.005497,-0.005695,0.004213000000000001,-38.75,5.0,-26.0,3b
2019-07-12_114129:780,-0.270966,-0.001495,-0.41586300000000004,-0.0052829999999999995,-0.005695,0.00403,-38.75,5.0,-26.0,3b
2019-07-12_114129:800,-0.275543,-0.001495,-0.416382,-0.004520000000000001,-0.005298,0.004518,-38.75,5.0,-24.75,3b
2019-07-12_114129:820,-0.270477,-0.002014,-0.41485600000000006,-0.004398,-0.004901,0.00403,-38.75,5.0,-24.75,3b
2019-07-12_114129:840,-0.270477,0.0,-0.416382,-0.004398,-0.004779,0.0029620000000000002,-38.369999,5.0,-25.18,3b
2019-07-12_114129:860,-0.267914,0.0025329999999999997,-0.41232299999999994,-0.004520000000000001,-0.004657,0.0038159999999999995,-38.369999,5.0,-25.18,3b
