timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_112946:200,-0.287231,0.039642000000000004,-0.503326,-0.030581999999999998,-0.017963,0.004091,-0.87,-6.68,-39.560001,1b
2019-07-12_112946:220,-0.369598,0.047791,-0.626862,-0.032505,-0.024340999999999998,0.007905,-0.87,-6.68,-39.560001,1b
2019-07-12_112946:240,-0.322845,0.044219999999999995,-0.596863,-0.035220999999999995,-0.023334,0.023712999999999998,-0.87,-6.68,-39.560001,1b
2019-07-12_112946:260,-0.19775399999999999,0.056427,-0.556702,-0.034946,-0.020130000000000002,0.026918,-1.0,-7.87,-39.18,1b
2019-07-12_112946:280,-0.17385899999999999,0.049805,-0.535339,-0.037693,-0.0070680000000000005,0.026246,-1.0,-7.87,-39.18,1b
2019-07-12_112946:300,-0.169281,0.057434000000000006,-0.48196400000000006,-0.035160000000000004,0.005444,0.020204,-1.0,-8.56,-38.75,1b
2019-07-12_112946:320,-0.172333,0.061005,-0.49722299999999997,-0.032962,0.003918,0.014802000000000001,-1.0,-8.56,-38.75,1b
2019-07-12_112946:340,-0.192169,0.070648,-0.526215,-0.030185000000000003,-0.004596,0.0188,-1.0,-8.56,-38.75,1b
2019-07-12_112946:360,-0.194214,0.066071,-0.506897,-0.024936,-0.008533,0.030488,0.06,-10.06,-38.369999,1b
2019-07-12_112946:380,-0.226746,0.052338,-0.504333,-0.020419999999999997,-0.009662,0.034456,0.06,-10.06,-38.369999,1b
2019-07-12_112946:400,-0.23995999999999998,0.050842,-0.5109560000000001,-0.016452,-0.007862000000000001,0.031465,-0.18,-10.87,-37.18,1b
2019-07-12_112946:420,-0.238434,0.051849,-0.48706099999999997,-0.011264,-0.0038640000000000002,0.034456,-0.18,-10.87,-37.18,1b
2019-07-12_112946:440,-0.2547,0.049316000000000006,-0.463654,-0.007937999999999999,0.003064,0.041231,-0.18,-10.87,-37.18,1b
2019-07-12_112946:460,-0.259277,0.038116000000000004,-0.41586300000000004,-0.00687,0.013928,0.046296,-0.18,-10.5,-38.75,1b
