timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_141309:140,-0.49111899999999997,-0.025908999999999998,-0.059479,-0.00554,-0.00043,0.000878,-56.560001,-18.68,-6.56,2a
2019-07-12_141309:160,-0.492126,-0.025908999999999998,-0.057953,-0.005386999999999999,-0.000582,0.000634,-56.560001,-18.68,-6.56,2a
2019-07-12_141309:180,-0.49316400000000005,-0.025908999999999998,-0.057434000000000006,-0.005448,-0.00045999999999999996,0.00042,-56.560001,-18.68,-6.56,2a
2019-07-12_141309:200,-0.488068,-0.023375999999999997,-0.057953,-0.0056619999999999995,-0.00036899999999999997,0.00103,-56.18,-19.0,-7.18,2a
2019-07-12_141309:220,-0.48754899999999995,-0.023895,-0.056427,-0.0054789999999999995,-0.000704,0.00103,-56.18,-19.0,-7.18,2a
2019-07-12_141309:240,-0.485016,-0.024902,-0.058960000000000005,-0.005601,-0.001101,0.000145,-57.0,-19.370001000000002,-7.18,2a
2019-07-12_141309:260,-0.484009,-0.023375999999999997,-0.058960000000000005,-0.0054789999999999995,-0.002016,0.000634,-57.0,-19.370001000000002,-7.18,2a
2019-07-12_141309:280,-0.488068,-0.023895,-0.058960000000000005,-0.005204,-0.002322,0.0014880000000000002,-57.0,-19.370001000000002,-7.18,2a
2019-07-12_141309:300,-0.489075,-0.023895,-0.060486,-0.005386999999999999,-0.0024739999999999996,0.001213,-56.560001,-18.25,-7.87,2a
2019-07-12_141309:320,-0.492126,-0.022858,-0.058960000000000005,-0.005601,-0.002261,0.00103,-56.560001,-18.25,-7.87,2a
2019-07-12_141309:340,-0.491638,-0.023895,-0.059479,-0.005723,-0.002078,0.001213,-55.75,-18.25,-8.68,2a
2019-07-12_141309:360,-0.49111899999999997,-0.024384,-0.058441,-0.006028,-0.0017420000000000003,0.00103,-55.75,-18.25,-8.68,2a
