timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_141959:420,-0.266907,-0.042694,-0.41232299999999994,-0.005845,-0.00162,0.002251,-37.560001,11.0,-27.0,3b
2019-07-12_141959:440,-0.267914,-0.042175,-0.41232299999999994,-0.005815,-0.001315,0.002098,-36.869999,11.25,-27.370001000000002,3b
2019-07-12_141959:460,-0.266907,-0.041687,-0.410797,-0.005967,-0.000918,0.002098,-36.869999,11.25,-27.370001000000002,3b
2019-07-12_141959:480,-0.267426,-0.042175,-0.411804,-0.006242,-0.000918,0.002983,-36.869999,11.0,-27.0,3b
2019-07-12_141959:500,-0.267426,-0.043213,-0.410278,-0.006486,-0.000857,0.0034409999999999996,-36.869999,11.0,-27.0,3b
2019-07-12_141959:520,-0.268951,-0.044739,-0.41232299999999994,-0.006761,-0.000857,0.003258,-36.869999,11.0,-27.0,3b
2019-07-12_141959:540,-0.267914,-0.044219999999999995,-0.410797,-0.006761,-0.000918,0.0030440000000000003,-36.5,11.56,-27.0,3b
2019-07-12_141959:560,-0.268951,-0.045226999999999996,-0.411285,-0.007095999999999999,-0.000826,0.002709,-36.5,11.56,-27.0,3b
2019-07-12_141959:580,-0.267914,-0.046265,-0.410278,-0.007156999999999999,-0.000246,0.0017929999999999999,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:600,-0.2659,-0.045745999999999995,-0.407227,-0.007370999999999999,-0.00036899999999999997,0.001274,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:620,-0.264862,-0.045226999999999996,-0.40823400000000004,-0.007095999999999999,-0.0007650000000000001,0.00042,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:640,-0.264374,-0.045745999999999995,-0.409271,-0.006973999999999999,-0.001315,-0.000129,-36.5,11.56,-26.559998999999998,3b
2019-07-12_141959:660,-0.270966,-0.042694,-0.409271,-0.006242,-0.0015890000000000001,-0.000923,-36.5,11.56,-26.559998999999998,3b
2019-07-12_141959:680,-0.27301,-0.042175,-0.40774499999999997,-0.006425,-0.001559,-0.000831,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:700,-0.26944,-0.042694,-0.406738,-0.005723,-0.0012230000000000001,-0.000984,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:720,-0.269958,-0.041168,-0.411285,-0.005906000000000001,-0.0016809999999999998,-0.003151,-36.5,11.25,-26.559998999999998,3b
2019-07-12_141959:740,-0.266907,-0.038116000000000004,-0.408752,-0.005601,-0.001925,-0.0029059999999999997,-37.25,10.87,-27.0,3b
2019-07-12_141959:760,-0.265381,-0.038635,-0.40774499999999997,-0.004594,-0.001925,-0.000648,-37.25,10.87,-27.0,3b
2019-07-12_141959:780,-0.271484,-0.038116000000000004,-0.40823400000000004,-0.004136,-0.0016809999999999998,-9.9e-05,-36.869999,11.25,-27.0,3b
2019-07-12_141959:800,-0.267914,-0.035583,-0.40823400000000004,-0.004258,-0.001498,-0.00037400000000000004,-36.869999,11.25,-27.0,3b
2019-07-12_141959:820,-0.264374,-0.033539,-0.407227,-0.004411,-0.0017420000000000003,0.000359,-36.869999,11.25,-27.0,3b
2019-07-12_141959:840,-0.263336,-0.033539,-0.40774499999999997,-0.005204,-0.002078,0.0007559999999999999,-37.25,11.25,-27.0,3b
2019-07-12_141959:860,-0.266907,-0.034546,-0.40976,-0.005845,-0.00281,0.000481,-37.25,11.25,-27.0,3b
2019-07-12_141959:880,-0.266907,-0.036072,-0.411285,-0.006242,-0.002932,0.000634,-37.25,10.56,-26.559998999999998,3b
2019-07-12_141959:900,-0.269958,-0.037108999999999996,-0.40976,-0.006486,-0.002657,0.001091,-37.25,10.56,-26.559998999999998,3b
2019-07-12_141959:920,-0.270966,-0.037108999999999996,-0.411804,-0.0065769999999999995,-0.002352,0.000817,-37.25,10.56,-26.559998999999998,3b
2019-07-12_141959:940,-0.270477,-0.036591000000000005,-0.41232299999999994,-0.006425,-0.001925,0.000603,-37.25,12.0,-26.559998999999998,3b
2019-07-12_141959:960,-0.269958,-0.036591000000000005,-0.411285,-0.00615,-0.001559,0.00103,-37.25,12.0,-26.559998999999998,3b
2019-07-12_141959:980,-0.267914,-0.037598,-0.411285,-0.005906000000000001,-0.0012230000000000001,0.001213,-38.0,11.25,-27.370001000000002,3b
2019-07-12_142000:000,-0.266907,-0.036591000000000005,-0.40976,-0.0056619999999999995,-0.001437,0.001,-38.0,11.25,-27.370001000000002,3b
2019-07-12_142000:020,-0.267426,-0.035583,-0.41232299999999994,-0.005723,-0.001498,0.000695,-38.0,11.25,-27.370001000000002,3b
2019-07-12_142000:040,-0.267914,-0.034058,-0.408752,-0.005815,-0.0017420000000000003,0.000817,-37.25,11.0,-27.370001000000002,3b
