timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_112521:440,-0.296387,-0.021332,-0.391479,-0.006076,-0.002307,0.0067150000000000005,-37.560001,10.87,-22.5,3b
2019-07-12_112521:460,-0.293854,-0.021332,-0.393494,-0.0064730000000000005,-0.002582,0.007722,-38.25,10.87,-23.25,3b
2019-07-12_112521:480,-0.29284699999999997,-0.023375999999999997,-0.391968,-0.0067480000000000005,-0.003436,0.0076,-38.25,10.87,-23.25,3b
2019-07-12_112521:500,-0.295898,-0.024384,-0.393005,-0.007206000000000001,-0.003833,0.007051000000000001,-38.25,10.87,-23.25,3b
2019-07-12_112521:520,-0.300964,-0.026427999999999997,-0.393494,-0.007206000000000001,-0.003833,0.007051000000000001,-38.25,11.18,-22.5,3b
2019-07-12_112521:540,-0.304016,-0.028442000000000002,-0.392487,-0.00687,-0.003467,0.006654,-38.25,11.18,-22.5,3b
2019-07-12_112521:560,-0.309113,-0.028961,-0.394012,-0.006229,-0.0032530000000000002,0.005922,-38.560001,11.18,-22.059998999999998,3b
2019-07-12_112521:580,-0.308594,-0.028442000000000002,-0.393005,-0.0060149999999999995,-0.002735,0.005311,-38.560001,11.18,-22.059998999999998,3b
2019-07-12_112521:600,-0.306061,-0.026917,-0.391968,-0.005436,-0.0023989999999999997,0.00525,-38.560001,11.18,-22.059998999999998,3b
2019-07-12_112521:620,-0.309601,-0.026427999999999997,-0.393005,-0.004886,-0.002582,0.004793,-37.560001,11.18,-23.18,3b
2019-07-12_112521:640,-0.310638,-0.023375999999999997,-0.390961,-0.004703,-0.002338,0.00403,-37.560001,11.18,-23.18,3b
2019-07-12_112521:660,-0.312164,-0.021332,-0.391479,-0.004642,-0.0020629999999999997,0.0038159999999999995,-37.560001,11.87,-22.0,3b
2019-07-12_112521:680,-0.314178,-0.020844,-0.388916,-0.004612,-0.002124,0.004152,-37.560001,11.87,-22.0,3b
2019-07-12_112521:700,-0.316223,-0.021332,-0.386902,-0.004886,-0.0017280000000000002,0.004182,-37.560001,11.87,-22.0,3b
2019-07-12_112521:720,-0.315704,-0.019318000000000002,-0.385376,-0.004978,-0.0014529999999999999,0.0038159999999999995,-38.0,11.87,-22.5,3b
2019-07-12_112521:740,-0.31369,-0.020325,-0.382812,-0.005222,-0.0015140000000000002,0.004671,-38.0,11.87,-22.5,3b
2019-07-12_112521:760,-0.315216,-0.020325,-0.382324,-0.005497,-0.001392,0.005128,-38.0,11.87,-22.0,3b
2019-07-12_112521:780,-0.309113,-0.022858,-0.379791,-0.005436,-0.001392,0.004091,-38.0,11.87,-22.0,3b
2019-07-12_112521:800,-0.309113,-0.021332,-0.379791,-0.0052829999999999995,-0.002246,0.0039689999999999994,-38.0,11.87,-22.0,3b
2019-07-12_112521:820,-0.308075,-0.025421,-0.381805,-0.004612,-0.003375,0.005311,-38.0,10.87,-22.0,3b
2019-07-12_112521:840,-0.308594,-0.023895,-0.378754,-0.00394,-0.004229999999999999,0.005678,-38.0,10.87,-22.0,3b
2019-07-12_112521:860,-0.309601,-0.020844,-0.379791,-0.003788,-0.0052369999999999995,0.005067,-39.0,11.18,-21.25,3b
2019-07-12_112521:880,-0.307068,-0.020844,-0.379791,-0.00394,-0.005817,0.004671,-39.0,11.18,-21.25,3b
2019-07-12_112521:900,-0.31012,-0.019806,-0.382812,-0.004459,-0.007006999999999999,0.004152,-39.0,11.18,-21.25,3b
2019-07-12_112521:920,-0.310638,-0.018799,-0.380798,-0.004825,-0.007526000000000001,0.003175,-38.0,12.25,-22.0,3b
2019-07-12_112521:940,-0.308594,-0.019318000000000002,-0.382324,-0.005344,-0.007862000000000001,0.0032359999999999997,-38.0,12.25,-22.0,3b
2019-07-12_112521:960,-0.312653,-0.019318000000000002,-0.385376,-0.005375,-0.008075,0.004152,-38.560001,11.87,-22.059998999999998,3b
2019-07-12_112521:980,-0.31723,-0.019318000000000002,-0.38385,-0.005497,-0.007984,0.004671,-38.560001,11.87,-22.059998999999998,3b
2019-07-12_112522:000,-0.317749,-0.017792,-0.386383,-0.005619,-0.007281999999999999,0.004671,-38.560001,11.87,-22.059998999999998,3b
2019-07-12_112522:020,-0.31012,-0.015747,-0.38385,-0.0060149999999999995,-0.006670999999999999,0.004152,-38.25,11.56,-20.870001000000002,3b
2019-07-12_112522:040,-0.308075,-0.016753999999999998,-0.385376,-0.006626000000000001,-0.0070680000000000005,0.003511,-38.25,11.56,-20.870001000000002,3b
2019-07-12_112522:060,-0.305054,-0.017792,-0.385376,-0.007541,-0.007465,0.003633,-38.25,11.18,-22.0,3b
2019-07-12_112522:080,-0.304535,-0.016753999999999998,-0.384857,-0.008152,-0.008319,0.004915,-38.25,11.18,-22.0,3b
