timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_150238:040,-0.39502,-0.016753999999999998,-0.306061,-0.006364,-0.000582,0.001335,-42.060001,-18.25,-35.75,2b
2019-07-12_150238:060,-0.396057,-0.016753999999999998,-0.30249000000000004,-0.006181,-0.000857,0.001091,-42.060001,-18.25,-35.75,2b
2019-07-12_150238:080,-0.396057,-0.015747,-0.303528,-0.005906000000000001,-0.001101,0.001274,-42.060001,-18.25,-34.68,2b
2019-07-12_150238:100,-0.396057,-0.016753999999999998,-0.303528,-0.005967,-0.001101,0.001274,-42.060001,-18.25,-34.68,2b
2019-07-12_150238:120,-0.394012,-0.014740000000000001,-0.30300900000000003,-0.0056619999999999995,-0.001376,0.000878,-42.060001,-18.25,-34.68,2b
2019-07-12_150238:140,-0.396057,-0.012695,-0.301483,-0.005601,-0.0015890000000000001,0.001854,-42.869999,-17.870001000000002,-36.68,2b
2019-07-12_150238:160,-0.393005,-0.014221000000000001,-0.302002,-0.005784,-0.002016,0.0021899999999999997,-42.869999,-17.870001000000002,-36.68,2b
2019-07-12_150238:180,-0.393494,-0.015747,-0.30249000000000004,-0.005906000000000001,-0.002016,0.001152,-42.060001,-19.0,-36.18,2b
2019-07-12_150238:200,-0.39502,-0.013213999999999998,-0.303528,-0.006181,-0.002261,0.00103,-42.060001,-19.0,-36.18,2b
2019-07-12_150238:220,-0.395538,-0.014221000000000001,-0.30300900000000003,-0.006181,-0.002016,0.002495,-42.060001,-19.0,-36.18,2b
2019-07-12_150238:240,-0.396545,-0.016266,-0.305542,-0.00615,-0.002078,0.0023120000000000003,-42.869999,-18.68,-36.18,2b
2019-07-12_150238:260,-0.396057,-0.015747,-0.305054,-0.006547,-0.001925,0.001732,-42.869999,-18.68,-36.18,2b
2019-07-12_150238:280,-0.39502,-0.015747,-0.304016,-0.006425,-0.002016,0.0014880000000000002,-42.060001,-18.68,-36.18,2b
2019-07-12_150238:300,-0.396057,-0.017792,-0.305542,-0.006364,-0.001925,0.0014269999999999999,-42.060001,-18.68,-36.18,2b
2019-07-12_150238:320,-0.396545,-0.016266,-0.306061,-0.006089,-0.0018030000000000001,0.001396,-42.060001,-18.68,-36.18,2b
2019-07-12_150238:340,-0.396545,-0.016266,-0.306061,-0.005845,-0.001925,0.0016710000000000002,-41.369999,-18.68,-36.18,2b
2019-07-12_150238:360,-0.39502,-0.017273,-0.30300900000000003,-0.0054789999999999995,-0.001955,0.0016710000000000002,-41.369999,-18.68,-36.18,2b
2019-07-12_150238:380,-0.395538,-0.015228,-0.304016,-0.0054789999999999995,-0.002016,0.0016710000000000002,-42.869999,-18.25,-37.369999,2b
2019-07-12_150238:400,-0.395538,-0.014740000000000001,-0.305054,-0.005448,-0.0018030000000000001,0.002129,-42.869999,-18.25,-37.369999,2b
2019-07-12_150238:420,-0.39502,-0.014221000000000001,-0.305054,-0.00554,-0.002016,0.002037,-42.869999,-18.25,-37.369999,2b
2019-07-12_150238:440,-0.395538,-0.014221000000000001,-0.304535,-0.005845,-0.002139,0.0017629999999999998,-42.5,-18.25,-36.560001,2b
2019-07-12_150238:460,-0.394531,-0.014740000000000001,-0.304535,-0.005906000000000001,-0.002078,0.0019760000000000003,-42.5,-18.25,-36.560001,2b
2019-07-12_150238:480,-0.393494,-0.014740000000000001,-0.305542,-0.00615,-0.002078,0.002098,-42.5,-17.870001000000002,-35.75,2b
2019-07-12_150238:500,-0.394531,-0.014740000000000001,-0.305054,-0.006089,-0.002322,0.002037,-42.5,-17.870001000000002,-35.75,2b
2019-07-12_150238:520,-0.396057,-0.015228,-0.305542,-0.006089,-0.0022,0.002373,-42.5,-17.870001000000002,-35.75,2b
2019-07-12_150238:540,-0.397064,-0.015747,-0.305542,-0.005815,-0.001955,0.002373,-42.5,-18.25,-35.75,2b
2019-07-12_150238:560,-0.397064,-0.016753999999999998,-0.304016,-0.005723,-0.0018030000000000001,0.0019149999999999998,-42.5,-18.25,-35.75,2b
2019-07-12_150238:580,-0.395538,-0.015228,-0.30654899999999996,-0.005601,-0.001559,0.001732,-42.060001,-19.0,-35.369999,2b
2019-07-12_150238:600,-0.393494,-0.015228,-0.305542,-0.00554,-0.001437,0.0023120000000000003,-42.060001,-19.0,-35.369999,2b
2019-07-12_150238:620,-0.391479,-0.015747,-0.305542,-0.005723,-0.001498,0.0021899999999999997,-42.060001,-19.0,-35.369999,2b
2019-07-12_150238:640,-0.390961,-0.015747,-0.306061,-0.005845,-0.002078,0.00161,-41.75,-18.68,-36.68,2b
2019-07-12_150238:660,-0.393005,-0.015747,-0.307587,-0.005967,-0.0027489999999999997,0.0016710000000000002,-41.75,-18.68,-36.68,2b
2019-07-12_150238:680,-0.396545,-0.015228,-0.307587,-0.006028,-0.00281,0.0019760000000000003,-42.869999,-19.0,-35.75,2b
2019-07-12_150238:700,-0.398071,-0.016753999999999998,-0.307068,-0.005815,-0.002261,0.002983,-42.869999,-19.0,-35.75,2b
2019-07-12_150238:720,-0.399109,-0.017792,-0.308594,-0.005906000000000001,-0.001437,0.001854,-42.869999,-19.0,-35.75,2b
2019-07-12_150238:740,-0.394012,-0.016753999999999998,-0.306061,-0.00615,-0.000704,0.001274,-42.869999,-19.0,-35.5,2b
2019-07-12_150238:760,-0.394012,-0.017273,-0.305054,-0.006028,-0.0007650000000000001,0.0016710000000000002,-42.869999,-19.0,-35.5,2b
2019-07-12_150238:780,-0.396545,-0.01828,-0.306061,-0.0056619999999999995,-0.0010400000000000001,0.001213,-42.060001,-18.25,-35.869999,2b
2019-07-12_150238:800,-0.395538,-0.017273,-0.30654899999999996,-0.005326,-0.0011619999999999998,0.00161,-42.060001,-18.25,-35.869999,2b
2019-07-12_150238:820,-0.39502,-0.016753999999999998,-0.304016,-0.004991,-0.001376,0.002037,-42.060001,-18.25,-35.869999,2b
2019-07-12_150238:840,-0.39502,-0.016753999999999998,-0.304535,-0.005386999999999999,-0.001498,0.0014880000000000002,-42.5,-18.25,-35.869999,2b
2019-07-12_150238:860,-0.396545,-0.013213999999999998,-0.30249000000000004,-0.005784,-0.001376,0.001854,-42.5,-18.25,-35.869999,2b
2019-07-12_150238:880,-0.391968,-0.014740000000000001,-0.305542,-0.006089,-0.001498,0.0014269999999999999,-42.869999,-18.68,-36.68,2b
2019-07-12_150238:900,-0.393494,-0.016753999999999998,-0.305542,-0.006547,-0.0018030000000000001,0.000206,-42.869999,-18.68,-36.68,2b
2019-07-12_150238:920,-0.393494,-0.015747,-0.305542,-0.006486,-0.0016809999999999998,0.000817,-42.869999,-18.68,-36.68,2b
2019-07-12_150238:940,-0.393494,-0.016266,-0.304535,-0.00615,-0.00162,0.001854,-42.060001,-18.25,-35.869999,2b
2019-07-12_150238:960,-0.394531,-0.017792,-0.305542,-0.005845,-0.00162,0.001396,-42.060001,-18.25,-35.869999,2b
2019-07-12_150238:980,-0.39502,-0.017792,-0.307068,-0.005601,-0.0015890000000000001,0.001152,-42.5,-18.25,-36.25,2b
2019-07-12_150239:000,-0.397064,-0.015747,-0.30654899999999996,-0.005326,-0.001437,0.001549,-42.5,-18.25,-36.25,2b
2019-07-12_150239:020,-0.396057,-0.015747,-0.307068,-0.005386999999999999,-0.001254,0.0014269999999999999,-42.5,-18.25,-36.25,2b
2019-07-12_150239:040,-0.396057,-0.014221000000000001,-0.305054,-0.0056619999999999995,-0.000857,0.001152,-41.75,-17.870001000000002,-36.68,2b
2019-07-12_150239:060,-0.39502,-0.012695,-0.304016,-0.005815,-0.0010400000000000001,0.001213,-41.75,-17.870001000000002,-36.68,2b
2019-07-12_150239:080,-0.394012,-0.013213999999999998,-0.303528,-0.006028,-0.001437,0.0014269999999999999,-41.75,-19.75,-36.68,2b
2019-07-12_150239:100,-0.393494,-0.013213999999999998,-0.304535,-0.00615,-0.001559,0.0017929999999999999,-41.75,-19.75,-36.68,2b
2019-07-12_150239:120,-0.394531,-0.013213999999999998,-0.30300900000000003,-0.006028,-0.00162,0.0021899999999999997,-41.75,-19.75,-36.68,2b
