timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_112631:240,-0.490112,0.013213999999999998,-0.060486,-0.010288,-0.005054,0.010103000000000001,-45.369999,3.25,10.56,3a
2019-07-12_112631:260,-0.503845,0.010651,-0.06253099999999999,-0.0116,-0.005176,0.008729,-46.060001,3.56,10.18,3a
2019-07-12_112631:280,-0.5048520000000001,0.011169,-0.064545,-0.01218,-0.004961999999999999,0.006654,-46.060001,3.56,10.18,3a
2019-07-12_112631:300,-0.49111899999999997,0.010162000000000001,-0.063538,-0.011326000000000001,-0.005939,0.004335,-45.369999,4.68,10.18,3a
2019-07-12_112631:320,-0.48706099999999997,0.009644,-0.06405599999999999,-0.009951999999999999,-0.007281999999999999,0.002046,-45.369999,4.68,10.18,3a
2019-07-12_112631:340,-0.486023,0.011169,-0.066589,-0.007633,-0.008472,0.000642,-45.369999,4.68,10.18,3a
2019-07-12_112631:360,-0.49111899999999997,0.013213999999999998,-0.068115,-0.005619,-0.008594,0.001314,-45.369999,4.25,10.56,3a
2019-07-12_112631:380,-0.5048520000000001,0.017273,-0.066071,-0.004123,-0.008014,0.003511,-45.369999,4.25,10.56,3a
2019-07-12_112631:400,-0.508911,0.019806,-0.067596,-0.0032689999999999998,-0.006731999999999999,0.005189,-45.68,4.68,10.56,3a
2019-07-12_112631:420,-0.512482,0.023375999999999997,-0.066589,-0.003116,-0.005176,0.006044,-45.68,4.68,10.56,3a
2019-07-12_112631:440,-0.50943,0.023375999999999997,-0.068634,-0.0033299999999999996,-0.004169,0.005922,-45.68,4.68,10.56,3a
2019-07-12_112631:460,-0.505371,0.020844,-0.067108,-0.003147,-0.003436,0.005311,-45.369999,4.68,10.18,3a
2019-07-12_112631:480,-0.49722299999999997,0.019318000000000002,-0.066071,-0.002475,-0.0031309999999999997,0.004854,-45.369999,4.68,10.18,3a
