timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Activity
2019-07-12_115917:660,-0.3396,-0.022858,-0.401642,-0.019108,-0.024188,0.034273000000000005,-31.5,13.25,-8.68,1a
2019-07-12_115917:680,-0.30249000000000004,-0.038635,-0.377228,-0.018833000000000003,-0.022663,0.031160000000000004,-32.25,13.68,-9.87,1a
2019-07-12_115917:700,-0.271484,-0.046265,-0.372162,-0.014774,-0.019763,0.030092,-32.25,13.68,-9.87,1a
2019-07-12_115917:720,-0.273529,-0.061005,-0.349274,-0.013065,-0.019275,0.029602999999999997,-31.870001000000002,14.18,-9.87,1a
2019-07-12_115917:740,-0.310638,-0.06149299999999999,-0.34265100000000004,-0.010348999999999999,-0.018146000000000002,0.025758,-31.870001000000002,14.18,-9.87,1a
2019-07-12_115917:760,-0.326904,-0.053863999999999995,-0.318756,-0.0069,-0.011066,0.018463999999999998,-31.870001000000002,14.18,-9.87,1a
2019-07-12_115917:780,-0.325378,-0.047272,-0.308594,-0.006168,-0.009326000000000001,0.017091,-29.68,15.25,-11.0,1a
2019-07-12_115917:800,-0.345215,-0.036072,-0.30654899999999996,-0.005832,-0.005725,0.016298,-29.68,15.25,-11.0,1a
2019-07-12_115917:820,-0.34063699999999997,-0.034058,-0.31012,-0.00629,-0.00426,0.01642,-29.68,15.25,-11.0,1a
2019-07-12_115917:840,-0.314697,-0.032013,-0.308075,-0.0069,-0.002582,0.011629,-32.0,16.370001000000002,-12.18,1a
2019-07-12_115917:860,-0.297913,-0.021851,-0.316223,-0.007755,-0.002857,0.008638,-32.0,16.370001000000002,-12.18,1a
2019-07-12_115917:880,-0.278107,-0.014221000000000001,-0.319794,-0.008395999999999999,-0.004047,0.004091,-31.0,16.370001000000002,-10.25,1a
2019-07-12_115917:900,-0.305542,-0.007599,-0.33197,-0.00867,-0.007526000000000001,0.002687,-31.0,16.370001000000002,-10.25,1a
2019-07-12_115917:920,-0.340118,-0.017273,-0.338074,-0.007999,-0.00893,0.005342,-29.5,16.370001000000002,-11.0,1a
